ID,age,gender,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10
257,15,Female,4,1,4,1,5,1,3,5,2,4,2,4,4,1,2,2,2,2,3,1,4,4,1,5,1,5,1,4,5,5,3,3,3,3,2,4,3,5,3,3,5,2,5,1,4,1,5,4,5,5
258,19,Male,1,1,4,3,3,1,1,3,2,4,1,5,4,2,3,1,2,2,4,1,1,2,1,5,3,5,3,3,4,4,3,2,5,4,1,2,5,2,1,3,5,3,5,3,3,1,2,4,5,3
259,22,Female,2,2,1,4,3,1,2,4,4,2,5,3,4,2,3,2,4,4,4,3,4,4,1,3,1,3,2,4,4,3,3,5,4,4,2,5,4,3,1,4,3,1,4,1,4,2,4,3,4,4
260,53,Female,4,3,5,2,5,1,5,3,4,3,3,4,2,2,1,1,2,3,1,1,1,5,1,5,2,5,1,5,5,4,5,4,5,2,4,1,5,1,5,5,3,1,4,1,3,1,1,3,4,5
261,25,Male,2,4,4,4,4,3,3,4,3,3,3,3,4,3,3,3,3,2,3,3,2,3,2,3,3,2,3,2,4,2,3,3,3,2,3,3,4,2,3,3,4,2,4,2,4,2,4,4,4,4
262,19,Female,3,1,4,2,5,2,4,5,2,2,2,5,2,4,3,2,2,2,1,1,1,5,1,5,2,5,1,5,5,4,3,4,4,4,3,3,3,3,3,3,3,4,3,4,4,3,4,3,3,4
263,16,Male,1,5,2,5,2,5,2,5,2,5,5,4,3,3,4,5,3,3,4,4,2,3,4,4,2,5,4,3,4,2,2,5,3,4,1,5,3,3,1,3,3,1,4,2,4,5,4,2,3,3
264,29,Female,1,4,3,4,4,1,3,4,2,5,3,3,4,2,3,2,2,1,2,2,3,4,2,4,4,2,3,3,4,3,4,1,3,2,1,2,3,2,4,3,5,1,4,1,4,1,4,4,4,5
265,21,Male,1,3,2,4,4,1,1,5,2,5,1,4,1,3,1,2,3,2,1,2,5,1,4,1,5,1,5,1,1,2,5,4,5,2,1,4,2,4,1,4,4,2,5,5,5,1,5,5,1,5
266,16,Female,2,3,3,4,3,3,1,3,4,5,2,4,3,5,2,1,2,3,2,1,1,4,2,4,2,4,2,4,3,3,3,5,3,5,1,5,2,5,3,3,4,3,5,3,3,1,3,4,4,4
267,18,Male,3,2,3,3,3,3,2,4,3,5,2,4,2,3,3,2,2,1,2,2,2,4,4,4,3,2,2,3,3,3,4,5,3,2,2,2,4,1,5,4,5,2,3,5,4,4,5,4,1,3
268,21,Female,5,1,5,1,5,1,5,3,5,2,4,3,4,3,1,2,1,1,2,2,1,5,1,4,1,5,1,4,5,5,5,2,5,1,5,1,5,3,5,5,5,1,5,1,4,1,5,4,4,4
269,25,Female,2,4,3,3,2,2,1,5,2,5,5,3,4,2,4,4,3,1,3,1,1,3,1,5,2,5,1,5,4,4,4,3,3,2,4,2,5,3,3,4,3,2,4,3,4,3,3,2,4,3
270,21,Female,4,2,4,4,4,2,2,2,4,5,4,2,4,2,4,2,4,4,2,4,1,4,1,4,2,4,2,4,4,2,2,2,5,4,4,2,5,3,4,4,4,2,4,2,4,2,4,2,4,4
271,25,Male,4,4,4,2,2,5,4,5,4,4,2,4,4,3,1,2,1,1,1,4,2,3,1,5,1,3,2,5,4,3,1,3,5,1,3,2,5,3,1,3,4,1,5,1,4,1,4,4,5,4
272,21,Female,2,5,4,4,2,2,2,4,4,5,5,2,5,4,2,2,4,2,2,4,1,3,1,3,4,4,3,5,4,3,4,4,5,1,2,4,5,3,5,5,4,1,4,1,5,2,5,4,5,4
273,19,Female,3,1,4,2,4,1,3,2,5,3,4,3,5,3,2,2,2,1,3,2,2,4,4,4,3,4,4,4,4,4,4,2,4,2,2,3,3,2,3,4,5,2,3,3,5,3,5,4,5,4
274,19,Male,1,5,5,5,5,2,1,4,1,1,1,5,1,5,1,1,1,1,2,1,1,5,3,5,1,4,1,5,5,4,4,5,5,4,1,5,1,5,1,2,5,1,5,2,4,1,5,5,4,4
275,38,Male,2,3,3,3,3,2,2,4,4,4,4,2,3,4,3,3,3,3,3,3,2,4,1,4,2,3,2,4,4,4,3,4,4,2,2,2,4,2,4,4,5,1,5,1,4,1,4,4,5,4
276,26,Male,4,4,2,4,1,4,4,4,4,5,2,4,4,4,3,2,3,3,3,2,5,4,4,4,4,4,2,4,4,2,4,2,4,4,3,2,4,2,4,3,4,3,4,3,4,3,3,2,4,3
277,34,Male,4,2,5,1,3,1,3,2,3,2,1,3,4,5,1,1,1,1,2,1,1,4,1,4,1,3,1,4,4,5,4,1,4,1,3,1,5,2,4,5,5,1,3,2,5,1,5,4,5,5
278,44,Male,1,4,4,3,5,1,5,4,5,1,2,3,4,2,1,2,3,2,1,1,2,4,1,4,3,5,5,4,5,5,2,4,5,2,3,5,1,2,4,5,5,1,5,1,5,1,5,5,5,5
279,22,Female,4,4,4,4,5,3,4,3,2,3,2,4,3,5,4,3,5,5,4,4,3,4,2,4,2,5,3,5,3,4,3,2,3,3,3,2,4,3,3,3,3,3,4,3,2,1,3,4,2,2
280,26,Female,3,1,4,2,4,2,3,3,3,3,5,2,5,4,3,5,4,5,4,2,1,5,2,4,1,5,2,4,4,4,4,3,4,3,4,2,3,1,3,3,4,2,4,4,4,1,4,4,4,4
281,15,Female,2,3,3,3,4,4,3,4,5,5,5,1,5,2,5,5,5,5,5,5,1,4,3,5,1,5,1,5,5,4,4,5,4,5,1,3,5,3,1,5,3,1,5,1,1,2,5,1,3,3
282,28,Female,1,5,2,5,2,5,1,5,1,5,5,3,5,1,2,1,4,4,4,5,4,2,1,5,1,5,2,5,4,2,3,4,5,1,5,5,4,1,3,2,5,1,4,1,1,4,5,5,5,1
283,23,Male,2,5,4,4,3,4,2,1,4,5,3,4,4,3,4,3,3,3,4,3,2,4,2,4,3,4,2,4,3,3,2,2,3,3,3,2,1,1,2,3,2,3,4,2,3,3,3,2,4,2
284,23,Male,4,1,4,2,4,1,5,2,5,4,3,4,4,5,3,4,3,2,4,1,5,1,4,1,5,1,5,1,1,5,5,4,5,3,3,4,5,2,5,5,5,2,5,4,5,1,5,5,5,5
285,19,Male,1,3,2,4,2,2,1,4,1,3,5,2,5,2,4,2,2,1,4,3,3,2,4,4,1,2,1,4,2,3,4,4,1,2,4,2,5,2,5,3,5,1,2,1,4,3,5,5,5,4
286,17,Female,2,3,2,3,3,1,2,5,1,5,5,2,5,2,2,5,2,3,3,1,4,4,3,3,3,2,2,5,2,2,5,3,3,2,4,4,3,1,3,4,3,2,3,3,4,1,4,2,2,4
287,4,Female,5,1,3,1,1,1,3,3,5,4,5,3,5,3,5,5,1,1,5,1,1,3,4,5,5,5,4,3,4,5,2,3,3,1,5,1,5,1,5,3,1,3,5,3,4,1,5,1,1,5
288,2,Female,4,1,5,2,5,1,4,1,5,4,4,4,4,4,2,2,4,4,4,2,2,5,3,5,1,5,2,4,5,3,5,2,4,4,4,2,4,1,4,4,5,2,4,2,5,2,5,4,4,4
289,22,Female,2,3,3,3,4,2,4,4,2,4,2,2,5,1,5,5,5,5,4,5,1,4,1,4,2,4,2,4,4,4,4,2,4,2,1,2,4,2,2,2,4,4,5,4,5,1,4,4,4,5
290,32,Male,2,1,4,4,4,2,3,2,4,2,2,4,4,4,2,2,1,2,3,2,2,4,1,4,2,5,2,4,4,4,3,2,4,2,4,3,4,1,3,2,3,2,4,2,4,2,5,1,4,3
291,2,Female,2,3,3,3,5,3,2,5,3,5,4,4,5,4,5,5,5,4,3,4,5,4,1,4,2,5,3,4,5,4,3,3,4,3,3,3,4,3,3,3,3,4,5,3,4,3,5,2,3,3
292,22,Female,5,5,2,2,1,5,4,5,2,5,5,2,5,5,3,3,5,5,5,5,3,3,1,2,3,5,3,4,3,4,5,2,5,2,1,1,1,4,4,5,5,1,3,1,5,3,5,4,5,5
293,15,Male,5,1,4,3,2,2,4,2,5,5,2,5,4,5,4,5,4,3,4,1,3,4,4,4,3,4,2,4,3,4,4,4,3,3,4,4,2,2,4,5,4,4,4,5,3,2,5,5,5,4
294,16,Male,5,1,3,2,4,2,5,2,4,4,5,1,5,1,2,5,5,4,5,5,3,4,5,3,2,4,3,4,4,4,4,4,5,3,1,5,4,4,2,3,4,2,5,2,4,1,4,4,4,4
295,21,Female,2,4,2,4,2,4,4,4,4,4,5,2,5,2,4,5,4,4,4,3,1,5,1,5,5,5,2,5,5,4,2,5,2,5,2,5,4,3,2,2,4,2,4,2,2,1,4,5,4,5
296,2,Female,3,1,4,3,4,1,4,4,5,4,3,4,3,1,3,2,3,2,2,1,2,4,4,5,1,4,1,5,5,4,3,3,4,2,2,3,4,1,5,3,3,3,5,1,4,1,3,1,4,3
297,24,Female,4,5,1,4,1,4,1,3,2,5,4,4,4,4,2,2,2,1,4,2,2,2,2,2,4,2,5,4,1,4,4,3,4,2,3,4,4,2,4,4,4,3,2,2,5,4,5,3,4,4
298,23,Female,3,1,5,2,5,2,5,4,5,3,5,4,4,5,5,5,5,5,5,1,1,5,1,5,1,5,1,4,5,5,4,2,2,2,5,1,5,1,5,3,2,5,2,5,2,2,3,1,5,2
299,46,Female,2,5,5,3,1,2,4,4,4,4,4,3,4,1,3,3,3,3,4,3,1,5,1,5,5,4,1,4,4,4,5,5,3,3,3,1,2,1,4,2,4,1,5,1,5,1,5,3,4,4
300,22,Female,4,2,4,3,4,2,4,2,4,4,5,3,4,4,1,2,2,2,1,2,1,2,2,5,2,4,2,4,5,4,4,1,5,2,5,1,4,2,4,4,5,2,4,2,4,2,4,4,4,3
301,49,Female,3,1,4,5,5,1,3,3,2,2,4,1,5,1,3,3,1,1,2,5,1,5,5,5,1,5,1,3,5,5,1,3,5,5,1,2,5,4,2,1,4,1,5,1,5,1,3,1,5,5
302,22,Male,3,3,3,4,2,4,2,3,2,5,4,2,4,4,5,5,4,5,5,4,2,4,5,4,3,4,3,3,4,3,2,4,3,4,3,5,3,3,2,3,5,3,4,3,4,3,4,5,4,4
303,16,Female,1,1,1,5,1,5,1,5,1,5,4,2,3,3,1,1,4,3,4,4,5,1,3,1,5,1,5,1,1,3,4,1,5,2,5,1,4,1,5,3,4,3,4,2,4,2,4,4,4,4
304,34,Male,1,3,3,2,4,3,3,1,5,2,4,4,5,3,3,3,3,3,3,4,3,2,3,3,2,4,2,2,1,3,3,1,3,3,3,4,1,4,3,2,1,3,5,3,3,2,3,1,3,3
305,3,Female,4,1,4,2,3,2,5,2,4,4,4,3,4,2,4,4,2,2,4,4,1,5,4,5,2,4,2,5,5,2,3,3,4,4,2,2,4,4,1,3,2,1,5,1,4,1,4,2,5,5
306,41,Female,3,1,5,3,3,2,2,4,4,4,4,2,4,4,4,4,2,2,4,2,2,4,2,4,3,2,2,3,3,4,3,3,5,2,3,4,5,2,4,5,5,1,5,1,4,1,5,5,5,5
307,22,Female,2,5,3,4,4,1,2,1,4,5,5,2,5,5,4,1,5,5,1,5,4,5,1,5,1,5,1,5,5,5,5,1,5,3,2,2,3,3,2,4,5,1,5,1,5,1,5,2,5,3
308,43,Male,1,4,5,5,3,4,3,5,4,5,2,5,4,1,3,4,4,5,2,4,2,5,1,3,5,5,3,2,2,5,4,5,4,1,3,4,3,1,1,3,4,1,1,2,4,1,5,5,1,5
309,21,Male,4,2,5,1,5,2,4,2,5,3,1,4,5,4,1,2,5,4,1,3,2,5,4,2,3,3,2,4,4,5,4,1,4,1,4,3,4,2,4,4,5,1,4,2,4,1,5,5,5,5
310,19,Male,2,4,3,3,4,2,3,2,4,4,2,4,3,4,2,2,1,1,2,2,2,4,2,4,1,3,2,3,4,2,2,5,3,3,1,4,3,4,2,3,5,1,5,1,4,1,4,5,5,5
311,14,Female,2,1,3,2,4,1,3,4,4,2,4,3,4,4,3,3,3,2,3,3,2,4,3,3,2,3,2,4,4,4,4,2,4,3,1,4,3,4,3,4,3,1,4,1,3,1,4,3,4,4
312,18,Male,3,3,5,3,4,2,2,4,3,4,2,5,2,3,2,1,3,2,2,1,2,3,2,4,2,5,2,4,3,3,4,4,2,5,1,5,4,4,2,2,4,1,5,1,3,1,5,4,4,4
313,15,Female,3,1,4,3,3,2,3,3,4,3,4,3,5,3,4,3,3,3,4,2,5,4,4,4,3,3,3,3,3,3,2,4,2,4,2,3,3,3,3,2,3,3,3,4,2,3,3,2,2,2
314,21,Male,3,4,3,2,3,3,2,3,4,5,1,5,3,5,1,1,1,1,1,1,2,5,4,4,1,3,2,5,4,4,4,3,5,1,5,4,5,1,5,5,4,1,5,1,5,1,5,3,5,5
315,42,Female,1,5,1,5,1,1,1,5,3,5,5,3,5,1,5,4,3,2,1,5,1,2,1,5,1,5,1,5,5,5,1,3,5,2,1,5,3,1,2,3,5,3,5,1,5,1,3,5,5,5
316,27,Female,4,1,4,2,5,1,4,3,4,3,5,1,5,3,3,3,3,1,3,3,2,5,1,5,1,5,1,5,5,5,3,3,3,1,4,1,5,3,3,4,3,3,3,3,3,4,5,3,2,3
317,22,Female,3,1,5,3,5,2,5,2,5,2,4,3,4,3,4,4,5,5,5,3,2,5,3,4,1,5,1,2,5,5,2,4,2,5,2,4,3,3,3,3,3,5,4,4,3,3,3,3,4,3
318,16,Female,3,2,2,2,3,3,3,4,2,4,5,2,5,2,3,2,4,5,3,3,2,4,2,4,2,3,2,4,4,4,4,4,4,2,5,2,4,1,3,4,3,1,2,3,2,4,3,4,4,4
319,24,Female,1,5,2,4,1,2,1,5,1,5,3,4,4,3,2,3,4,1,3,2,1,5,1,4,1,5,1,5,5,4,3,2,5,3,3,2,4,2,2,4,4,2,4,2,3,2,4,4,4,4
320,17,Female,3,2,4,2,4,2,4,3,3,2,4,3,4,3,4,3,3,2,2,2,2,3,2,4,3,4,2,4,4,4,4,1,4,1,5,1,5,3,4,3,3,3,2,3,2,4,4,2,4,3
321,28,Female,5,1,4,2,4,2,4,4,5,3,5,3,5,2,4,5,5,5,5,4,3,3,4,3,3,4,3,4,3,3,4,4,4,3,3,4,5,4,4,5,4,2,5,4,4,1,4,4,5,4
322,22,Female,3,2,4,2,4,3,4,3,3,4,5,2,5,1,5,5,3,3,5,5,1,4,4,5,2,3,2,4,4,3,3,4,5,2,3,1,5,5,4,4,4,2,4,2,4,3,4,3,5,3
323,19,Female,3,3,3,4,4,3,4,4,1,4,4,3,4,3,2,3,3,3,4,3,3,3,2,3,2,1,2,4,2,4,3,3,4,3,3,1,3,3,3,3,5,3,4,3,3,1,4,4,4,3
324,19,Female,5,1,5,1,5,1,5,1,5,1,3,4,2,4,3,2,3,2,2,2,1,5,2,5,1,5,1,4,5,5,3,5,4,5,3,5,3,3,3,3,2,2,5,2,5,2,4,1,3,5
325,19,Male,3,3,4,4,3,4,4,3,4,2,2,4,1,2,2,4,2,2,3,3,4,2,3,4,4,2,2,4,2,2,4,4,2,2,4,1,4,2,4,4,3,2,3,2,5,2,4,3,3,4
326,19,Male,4,3,4,3,4,3,3,3,5,3,2,3,3,4,2,2,3,1,2,2,2,4,3,2,5,2,2,2,2,3,4,3,4,2,4,2,4,2,4,4,3,2,5,2,4,1,4,3,3,4
327,29,Female,2,1,4,1,4,1,4,3,4,3,5,2,4,2,4,5,5,5,5,3,1,5,3,4,2,4,2,3,4,3,3,5,4,3,2,3,4,2,4,3,4,2,3,3,3,3,4,3,2,2
328,26,Female,3,3,4,3,4,3,3,3,3,3,4,2,4,4,4,4,4,4,3,2,1,4,1,5,1,5,2,4,5,4,2,3,2,2,4,2,3,1,2,3,5,1,4,1,4,2,3,4,3,4
329,18,Male,2,3,3,3,3,5,1,4,4,4,3,4,5,3,5,4,5,4,3,3,5,5,2,5,1,5,1,3,5,3,2,5,5,3,1,5,3,4,3,3,4,1,5,5,5,1,4,3,5,5
330,51,Female,3,3,3,3,5,1,1,5,3,3,5,1,5,1,5,5,5,5,5,5,3,5,3,3,3,5,3,3,5,3,3,3,4,1,5,1,5,1,1,5,5,3,5,3,5,1,5,5,5,5
331,25,Female,4,3,4,5,4,2,1,1,5,4,4,4,3,3,5,3,4,5,5,4,5,4,1,4,1,5,2,4,5,4,5,1,5,4,5,2,3,5,5,5,2,1,5,2,5,1,5,1,5,5
332,2,Female,5,2,3,2,5,2,3,4,3,5,2,5,3,2,5,3,5,5,5,1,3,3,1,4,2,5,3,3,4,5,3,3,5,2,2,4,5,3,5,3,3,3,4,3,5,1,3,3,3,5
333,2,Female,3,4,3,4,2,4,3,4,3,4,5,3,5,4,5,5,5,4,4,3,4,3,3,3,2,4,4,3,4,3,4,3,4,2,5,3,5,2,5,5,4,2,5,2,4,1,4,3,4,3
334,69,Female,4,3,4,2,5,1,4,2,5,1,1,4,1,5,2,1,2,1,1,1,1,5,1,4,1,3,1,5,4,4,5,3,5,1,4,1,5,1,5,5,5,1,5,1,5,1,5,5,4,5
335,26,Male,3,3,4,4,4,2,3,5,3,3,1,5,1,4,1,1,1,1,1,1,2,3,1,4,2,4,2,4,3,5,5,1,5,1,5,1,4,1,2,5,5,1,5,1,5,1,5,3,5,5
336,52,Female,3,2,2,2,4,1,4,4,2,3,2,3,4,1,3,3,2,2,2,5,1,4,1,5,1,5,1,4,5,4,2,4,4,4,1,5,5,4,1,3,2,4,4,2,4,1,1,1,5,3
337,17,Female,5,1,5,1,5,1,5,2,5,1,1,5,5,5,1,1,1,1,1,1,5,5,1,5,1,5,1,5,5,5,4,5,4,1,3,1,5,1,5,3,4,1,5,1,4,1,5,5,5,5
338,33,Male,3,3,5,4,4,2,4,3,4,3,3,4,4,3,3,1,1,1,1,1,2,4,1,4,2,4,2,4,4,4,4,1,4,2,4,2,4,1,4,4,4,2,2,2,4,2,3,1,4,4
339,15,Female,3,1,2,3,3,1,2,2,3,5,5,3,5,2,2,5,4,5,4,3,2,2,3,4,5,4,4,3,5,4,3,5,5,4,1,5,3,3,3,3,5,1,4,1,5,1,4,5,5,3
340,22,Male,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
341,3,Female,2,2,3,4,3,3,2,2,5,5,4,4,4,4,4,1,4,3,2,1,2,5,1,3,4,5,3,3,3,2,3,2,4,1,2,1,3,3,2,2,4,2,4,2,4,1,4,2,4,4
342,17,Male,1,4,3,4,1,5,2,1,1,5,4,5,4,3,1,4,1,1,3,3,1,3,3,4,2,5,4,5,5,1,3,1,4,1,5,1,5,1,5,3,3,2,4,3,4,2,4,3,4,3
343,17,Female,5,5,2,2,4,5,1,3,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,1,5,1,5,5,5,5,5,5,3,4,5,4,1,1,5,4,1,5,1,5,1,5,2,5,5
344,2,Other,1,5,1,4,1,3,1,5,5,4,1,5,4,1,4,1,3,3,1,5,2,5,2,5,2,1,2,3,4,3,4,1,5,3,3,4,5,2,5,4,4,1,5,1,4,1,4,5,5,4
345,21,Female,5,1,5,1,5,1,5,1,5,1,1,5,1,1,1,1,1,1,1,1,5,5,1,5,1,5,1,5,5,5,1,1,1,1,1,1,1,1,5,5,1,1,1,1,5,1,5,1,1,5
346,51,Male,3,3,4,4,2,2,2,4,3,4,3,4,4,4,4,3,2,2,3,2,1,5,1,4,2,4,2,4,4,4,2,5,5,3,2,4,4,1,2,4,4,2,3,4,4,2,4,4,4,5
347,2,Female,3,2,5,3,3,2,4,2,1,3,2,4,4,4,3,4,2,1,2,1,1,4,1,4,2,5,1,4,5,5,5,4,4,1,5,1,4,1,5,4,5,4,4,1,4,2,4,4,4,3
348,18,Male,2,4,2,4,2,4,2,4,2,4,4,3,4,2,3,3,3,4,4,4,3,3,1,3,3,3,3,3,3,2,2,4,3,4,2,3,4,4,3,3,2,2,3,2,2,4,3,2,3,3
349,16,Female,1,4,4,5,3,2,5,5,1,1,5,2,5,3,5,5,2,2,3,2,1,5,1,5,1,5,1,5,5,5,4,4,5,3,2,4,5,2,5,5,5,1,5,2,5,1,5,5,5,5
350,19,Male,3,3,4,3,4,3,2,4,4,5,1,5,2,2,4,1,3,3,4,3,2,5,4,4,2,4,2,4,5,4,2,4,4,5,1,5,2,4,3,4,4,1,5,1,5,1,4,4,5,5
351,18,Male,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
352,16,Female,1,3,2,5,1,1,2,5,1,5,4,1,5,3,3,4,4,4,3,4,2,2,1,4,3,2,3,2,2,2,2,2,4,4,2,3,2,4,2,2,3,3,4,2,2,2,4,3,3,3
353,21,Female,4,1,5,2,5,1,4,2,5,2,4,2,4,2,3,3,3,4,4,4,2,5,1,5,2,5,2,4,4,5,4,2,3,2,3,3,4,3,4,4,4,3,4,2,5,1,4,5,2,5
354,19,Female,1,3,1,5,1,4,2,3,1,5,2,5,3,3,2,3,4,3,4,2,1,1,1,5,4,3,4,4,4,2,3,5,4,4,1,5,4,2,2,3,4,2,4,2,4,2,5,4,5,4
355,22,Male,2,5,4,3,3,4,3,5,2,5,3,2,5,5,5,5,4,2,3,1,1,4,2,5,5,5,1,4,5,5,4,1,4,1,4,1,1,1,2,1,3,2,4,5,4,1,5,1,3,5
356,14,Female,1,3,3,4,3,3,2,4,5,5,2,3,4,5,5,4,4,4,3,4,4,5,1,3,1,4,3,4,5,4,1,4,2,4,1,4,3,2,1,5,5,4,5,3,2,1,4,3,5,2
357,33,Female,3,4,2,3,2,4,4,2,3,4,4,3,5,1,3,5,5,5,3,5,2,5,2,3,2,4,2,4,3,3,3,5,3,5,1,5,3,2,2,4,3,2,5,2,4,1,4,3,5,4
358,17,Female,3,2,5,3,5,2,3,5,2,2,4,3,4,2,4,2,4,4,2,3,1,5,1,5,1,5,1,5,5,3,3,4,4,3,2,3,3,1,2,5,4,2,4,2,3,1,5,3,4,3
359,22,Male,3,1,3,2,2,1,3,4,5,5,2,4,2,5,3,1,3,1,1,1,1,5,1,5,1,5,1,5,5,5,3,1,5,2,4,1,5,1,3,4,2,2,4,1,3,2,5,2,5,3
360,19,Female,5,1,5,1,5,1,5,5,3,4,5,3,5,4,5,3,2,1,3,1,1,4,1,3,5,5,1,4,3,4,4,1,5,2,3,1,5,3,4,4,3,3,5,3,4,1,5,2,3,4
361,37,Female,4,4,4,4,5,1,2,4,2,3,4,2,4,2,3,4,4,5,4,4,2,4,2,4,2,4,1,4,5,3,4,4,4,1,1,3,3,2,2,4,4,1,4,1,5,1,5,4,4,4
362,21,Female,2,3,3,4,3,3,2,4,3,4,5,2,5,3,4,4,4,4,4,4,2,4,2,5,2,4,2,3,5,4,3,2,5,3,1,2,4,3,2,3,4,3,4,3,3,3,5,3,5,4
363,18,Male,4,1,3,4,4,2,4,5,5,5,4,3,5,2,5,4,1,1,5,2,4,4,5,4,1,1,4,4,4,5,3,4,5,1,1,5,5,3,5,4,4,1,5,1,4,2,4,2,5,2
364,18,Female,2,4,3,3,3,3,3,3,3,3,3,3,2,3,4,3,4,4,4,2,3,4,3,3,4,5,2,3,3,3,3,1,4,4,3,5,1,3,2,3,3,3,3,1,4,3,3,3,4,4
365,24,Female,4,1,5,2,4,1,5,2,5,2,4,3,1,3,2,2,3,3,3,2,1,4,2,5,2,4,1,2,4,5,5,3,3,2,4,1,3,3,5,4,5,1,4,1,4,1,4,4,4,4
366,18,Female,1,5,1,4,2,5,1,5,1,5,4,1,5,1,2,4,4,4,4,5,2,3,2,2,2,2,2,3,2,1,5,1,4,3,5,2,5,1,5,4,2,3,3,2,2,3,4,1,4,3
367,36,Female,2,3,3,3,3,3,2,3,2,5,4,3,4,2,3,4,2,2,3,3,2,3,3,3,3,4,3,4,4,5,2,3,3,3,4,3,4,3,3,4,4,3,3,3,3,3,3,2,3,2
368,22,Female,4,2,4,2,4,2,4,2,4,3,3,4,4,4,4,3,2,2,3,2,1,5,2,5,1,5,1,4,5,4,4,4,4,3,3,2,4,3,4,4,4,3,4,2,4,2,4,3,5,4
369,15,Female,5,2,4,1,4,1,3,2,5,2,3,3,1,4,3,4,5,5,4,5,1,4,2,5,1,2,1,4,3,3,1,4,2,4,1,4,1,3,1,1,3,3,4,2,4,1,4,3,2,5
370,22,Female,1,5,3,5,3,2,1,4,2,5,2,5,3,3,1,1,4,4,4,3,4,4,3,3,5,3,3,2,3,5,4,5,5,1,2,1,3,3,3,3,4,2,5,2,4,1,5,2,5,3
371,22,Male,2,3,3,3,3,1,1,2,3,5,1,4,1,3,2,1,1,3,1,1,1,5,2,5,2,3,1,4,4,2,4,4,5,3,1,4,4,1,2,3,5,2,5,1,5,1,5,5,5,5
372,26,Female,4,2,3,3,2,3,2,4,2,5,4,3,4,3,3,3,5,3,4,3,1,4,1,5,1,5,1,5,4,4,3,1,4,2,4,2,5,3,3,4,3,3,3,3,4,2,3,2,2,4
373,19,Female,4,1,5,1,5,1,5,3,5,4,4,4,5,3,5,4,4,4,5,3,5,5,4,5,1,5,1,5,5,5,3,4,5,2,5,1,5,1,5,3,1,3,5,3,5,2,4,1,5,5
374,22,Male,3,2,5,2,5,2,4,2,2,1,5,3,4,4,4,5,1,1,4,1,2,3,2,4,2,4,1,4,4,3,5,1,5,1,5,1,5,1,5,5,4,1,3,1,3,2,5,5,5,4
375,21,Male,5,1,5,1,5,1,5,1,5,1,1,5,1,4,2,1,1,1,1,1,3,5,2,1,4,1,1,3,1,5,2,5,3,3,1,5,2,3,1,5,5,1,4,1,5,2,5,5,3,5
376,31,Female,1,5,3,4,3,5,1,3,1,1,5,1,5,1,4,5,3,3,4,5,4,3,2,4,3,4,3,3,3,3,1,2,4,2,3,2,4,3,4,3,2,5,5,5,3,3,3,3,4,3
377,24,Female,3,3,2,4,3,2,2,4,1,4,2,4,4,4,4,2,3,3,3,4,3,4,1,4,3,5,3,3,4,3,2,2,4,4,2,3,3,3,2,3,4,2,4,2,4,2,4,2,4,4
378,18,Male,2,4,2,4,2,4,2,4,2,4,4,3,4,1,2,4,3,3,4,4,2,2,2,4,3,2,4,2,4,3,3,4,3,3,2,3,3,4,2,4,4,4,4,4,3,3,4,3,4,3
379,23,Male,2,4,3,3,2,4,2,4,3,5,3,3,5,3,3,3,2,1,2,2,2,4,3,4,2,4,2,4,4,4,4,3,4,2,4,5,4,2,4,3,4,1,1,1,3,4,5,5,5,3
380,14,Female,4,1,5,3,5,1,3,1,5,3,5,2,5,2,5,5,5,5,5,3,1,5,2,5,1,5,1,4,5,5,4,4,5,1,4,4,2,1,4,4,5,2,5,1,5,1,5,5,5,5
381,24,Male,2,3,4,5,2,3,1,5,1,5,4,1,5,2,4,4,5,5,5,4,5,5,3,1,5,2,4,1,4,2,3,1,3,3,3,1,5,4,3,5,2,1,5,1,4,1,5,3,4,5
382,15,Male,1,4,4,4,2,4,1,4,3,5,3,3,4,3,3,4,2,1,4,3,2,4,1,4,2,4,2,4,4,3,3,2,4,2,2,2,4,2,2,4,5,2,4,1,4,2,3,5,5,4
383,53,Female,2,3,3,3,3,3,3,4,2,3,5,2,5,1,3,3,3,3,2,4,1,4,1,4,2,4,2,3,4,2,3,5,3,3,3,5,3,2,5,3,3,4,3,4,3,3,2,2,4,3
384,3,Female,1,3,3,4,3,3,1,4,3,4,2,4,3,2,3,2,3,3,2,3,1,3,1,4,2,4,1,3,3,3,4,2,3,2,4,3,4,4,1,5,2,1,4,1,4,2,5,2,5,4
385,23,Male,1,4,3,4,3,3,1,2,5,2,1,2,5,2,1,1,4,4,1,5,1,3,1,5,4,5,4,3,5,5,3,3,5,1,5,3,3,1,5,5,3,1,4,1,4,1,5,2,5,4
